"y1","x1","x2"
0.580962002277374,0.104869484901428,0.469255924224854
0.461058527231216,0.139252096414566,0.539680421352386
0.543410778045654,-0.0736019313335419,0.569626033306122
0.58458012342453,0.0868215262889862,0.461058527231216
0.58028644323349,0.39935827255249,0.574841618537903
0.624352395534515,0.168077230453491,0.699679136276245
0.487293004989624,0.251562565565109,0.58028644323349
0.570964515209198,0.267502725124359,0.56908917427063
0.595501363277435,0.152754664421082,0.626686036586761
0.630411803722382,0.202391266822815,0.570964515209198
0.741885185241699,0.237819701433182,0.681306779384613
0.772442758083344,0.487999677658081,0.617257535457611
0.714029431343079,0.544885516166687,0.741885185241699
0.73545104265213,0.485805213451385,0.671223402023315
0.580522298812866,0.485999524593353,0.733890235424042
0.491779416799545,0.0329447984695435,0.447081446647644
0.409508615732193,-0.0137800276279449,0.445144921541214
0.532890975475311,-0.180982738733292,0.493109971284866
0.49878391623497,0.0657819807529449,0.409508615732193
0.562117516994476,0.265316247940063,0.508022487163544
0.540533781051636,0.130080461502075,0.632658123970032
0.467436820268631,0.0870580673217773,0.562117516994476
0.65068131685257,0.198123663663864,0.34061273932457
0.699222385883331,0.309831082820892,0.590233981609344
0.533744156360626,0.398444771766663,0.65068131685257
0.67384546995163,0.0919637084007263,0.557683408260345
0.636181652545929,0.347690910100937,0.543738722801208
0.597050130367279,0.272363305091858,0.67384546995163
0.515908360481262,0.000112861394882202,0.507982850074768
0.610088169574738,0.0664868652820587,0.425579488277435
0.519192934036255,0.00670066475868225,0.411394953727722
0.400003790855408,-0.0532753467559814,0.472413092851639
0.562225580215454,-0.199992418289185,0.473362326622009
0.54910546541214,0.124451160430908,0.400003790855408
0.531092405319214,0.277932286262512,0.560213565826416
0.539984822273254,0.116078674793243,0.638966143131256
0.545640587806702,0.115429908037186,0.531092405319214
0.546318233013153,0.336987793445587,0.532751739025116
0.581348598003387,0.111888736486435,0.651399195194244
0.464603513479233,0.181116849184036,0.546318233013153
0.696456670761108,0.0540735125541687,0.499523282051086
0.664928317070007,0.392913311719894,0.525763332843781
0.521043300628662,0.329856663942337,0.696456670761108
0.713492155075073,0.26898005604744,0.65678733587265
0.713196516036987,0.432751953601837,0.634490013122559
0.420540988445282,-0.117628067731857,0.353803306818008
0.311273634433746,-0.148335248231888,0.393456310033798
0.509055495262146,-0.372337937355042,0.413557261228561
0.47956794500351,0.0181110203266144,0.311273634433746
0.509577035903931,0.0362126529216766,0.47993192076683
0.473281502723694,0.0191540718078613,0.518106341362
0.426273286342621,-0.0407918095588684,0.509577035903931
0.370578616857529,-0.0800358653068542,0.36915385723114
0.41636323928833,-0.239536672830582,0.451904058456421
0.37422901391983,-0.16727352142334,0.370578616857529
0.464590072631836,-0.407878994941711,0.428639471530914
0.270671397447586,-0.0708198547363281,0.296060502529144
0.234377041459084,-0.447107166051865,0.464590072631836
0.37628898024559,-0.506412267684937,0.267142057418823
0.298737645149231,-0.228280872106552,0.237736463546753
0.456550776958466,-0.0366211533546448,0.407804518938065
0.380744934082031,-0.0550075769424438,0.432953715324402
0.537978768348694,-0.238510131835938,0.472496211528778
0.550993919372559,0.0759575366973877,0.380744934082031
0.590628147125244,0.346044689416885,0.58514815568924
0.563150763511658,0.181256294250488,0.673022329807281
0.547450959682465,0.126301527023315,0.590628147125244
0.327493011951447,-0.0243585705757141,0.488168209791183
0.523190915584564,-0.337630271911621,0.479673802852631
0.503653466701508,0.0463818311691284,0.327493011951447
0.391094505786896,-0.0884038209915161,0.584646999835968
0.263613104820251,-0.217810988426208,0.454692780971527
0.472475677728653,-0.472773790359497,0.391094505786896
0.52049458026886,-0.0667288601398468,0.311262130737305
0.498826026916504,0.0613210499286652,0.455300956964493
0.476797431707382,0.174936294555664,0.539207100868225
0.377122819423676,-0.0121908187866211,0.587468147277832
0.510699152946472,-0.245754361152649,0.476797431707382
0.566194653511047,0.273019880056381,0.601914405822754
0.64197826385498,0.136602818965912,0.634383857250214
0.589580655097961,0.283956557512283,0.566194653511047
0.358245342969894,-0.279662102460861,0.477675527334213
0.332705765962601,-0.283509284257889,0.360168963670731
0.256296992301941,-0.330139130353928,0.358245342969894
0.489264816045761,-0.323790818452835,0.251977264881134
0.395929753780365,-0.00696799159049988,0.314974814653397
0.485531449317932,-0.00450673699378967,0.408775955438614
0.385496407747269,-0.0200951993465424,0.447594404220581
0.560377657413483,-0.229007214307785,0.48995241522789
0.539753139019012,0.120755314826965,0.385496407747269
0.541749835014343,0.249966740608215,0.52708488702774
0.519737660884857,0.10040932148695,0.624983370304108
0.497465640306473,0.0489676482975483,0.541749835014343
0.503779828548431,-0.00106510519981384,0.568488895893097
0.566230952739716,0.0515416860580444,0.499467462301254
0.591618418693542,0.132461935281754,0.503779828548431
0.426234483718872,-0.00361692905426025,0.593625545501709
0.358032405376434,-0.147531032562256,0.49819153547287
0.315148502588272,-0.256726980209351,0.426234483718872
0.531583607196808,-0.27041220664978,0.479457974433899
0.632175266742706,0.0941815078258514,0.36479389667511
0.601966559886932,0.264350533485413,0.531583607196808
0.55315363407135,-0.0378508567810059,0.650112330913544
0.603272914886475,0.1063072681427,0.481074571609497
0.567621111869812,0.240082949399948,0.568488895893097
0.557058691978455,0.135242223739624,0.620041489601135
0.642093181610107,0.114117354154587,0.567621111869812
0.196541056036949,-0.427385807037354,0.456131815910339
0.408531129360199,-0.57455575466156,0.286307096481323
0.214907839894295,-0.099678099155426,0.196541056036949
0.226702839136124,-0.531295955181122,0.333491712808609
0.337903589010239,-0.546594262123108,0.225993573665619
0.489714980125427,-0.3241927921772,0.226702839136124
0.719351947307587,0.049454003572464,0.420153379440308
0.761960864067078,0.471247136592865,0.457035750150681
0.310932785272598,-0.143570423126221,0.397348344326019
0.359863817691803,-0.111661702394485,0.326589316129684
0.44239929318428,-0.276075005531311,0.444169133901596
0.31180676817894,-0.110606104135513,0.359863817691803
0,-1,0.256345629692078
0,-1,0
0,-1,0
0.362229138612747,-0.422793060541153,0
0,-0.275541752576828,0.288603454828262
0.251144230365753,-1,0.362229138612747
0.221997082233429,-0.458590775728226,0
0.827281892299652,-0.556005835533142,0.270704597234726
0.224383741617203,0.654563784599304,0.221997082233429
0.527406513690948,1,0.515469908714294
0.717187106609344,0.054813027381897,1
0.546446204185486,0.0973416864871979,0.485823452472687
0.612215578556061,0.192721098661423,0.517999112606049
1,0.224431157112122,0.596360564231873
1,1,0.612215578556061
1,1,0.677908837795258
0.736461162567139,1,1
1,0.4729223549366,1
0.723607897758484,1,1
0.728356182575226,0.499846547842026,1
0.671998023986816,0.456712365150452,0.723607897758484
0.659396588802338,0.37394642829895,0.726319253444672
0.802545368671417,0.318793207406998,0.686973214149475
1,0.605090737342834,0.659396588802338
0.71745491027832,0.222144454717636,0.531292915344238
1,0.497876167297363,0.585664510726929
0.715259552001953,0.478919267654419,0.621566414833069
0.709424376487732,1,0.673193693161011
1,0.418848723173141,1
1,1,0.709424376487732
0.710358381271362,1,0.723526358604431
0.478276073932648,0.420716732740402,1
0.376583516597748,0.201259553432465,0.710358381271362
1,0.110945105552673,1
0.752459049224854,1,0.495281010866165
0.723082363605499,0.504918098449707,1
1,0.348260402679443,1
1,1,0.674130201339722
1,1,1
0.531460046768188,-0.104406386613846,0.443064093589783
0.569626688957214,0.0761511027812958,0.442192047834396
0.569404542446136,0.183480381965637,0.494910061359406
0.594315409660339,0.142635077238083,0.544215679168701
0.637880742549896,0.188630819320679,0.571317553520203
0.645264029502869,0.27576145529747,0.594315409660339
1,0.435064226388931,0.904596328735352
0.609501719474792,1,0.717532098293304
0.543302476406097,0.219003438949585,1
0.52074533700943,0.161198228597641,0.495911836624146
1,0.0414907038211823,0.508483946323395
0.518980383872986,1,0.52074533700943
0.888544321060181,0.483993053436279,0.595300257205963
0.703131854534149,0.777088642120361,0.74199652671814
0.655346274375916,0.406263709068298,0.888544321060181
0.71661502122879,1,0.677007794380188
1,0.433230042457581,1
0.23875193297863,-1,0.280445516109467
0.267181247472763,-1,0.236802101135254
0.339817315340042,-0.465637534856796,0
0.45486131310463,-0.320365399122238,0.267181247472763
0.251899480819702,-0.300196319818497,0.426129966974258
